Unnamed: 0,WEBJRGA,辞書データ
2778,かびる,かびる
2779,かふ,寡婦
2780,かふ,寡夫
2781,かぶ,カブ
2782,がふぁ,ＧＡＦＡ
2783,かぶき,歌舞伎
2784,かふくむもん,禍福無門
2785,かぶと,かぶと
2786,かぶとむし,カブトムシ
2787,がぶのみ,がぶ飲み
2788,かぶる,かぶる
2789,がべい,画餅
2790,かべをつくる,壁を作る
2791,かべをつくる,壁をつくる
2792,かほう,果報
2793,かほう,下放
2794,かぼちゃ,カボチャ
2795,かほん,禾本（かほん）
2796,かま,かま
2797,かま,窯
2798,かま,釜
2799,かま,鎌
2800,がま,ガマ
2801,がまぐち,がまぐち
2802,かまど,かまど
2803,かまぼこ,かまぼこ
2804,かみがかり,神懸かり
2805,かみさん,かみさん
2806,かみしめる,かみしめる
2807,かみしも,上・下
2808,かみしも,上下
2809,かみしも,裃
2810,かみそり,かみそり
2811,かみつく,かみつく
2812,かみて,上手
2813,かみなりぞく,カミナリ族
2814,かみほとけ,神仏
2815,かみよ,神代
2816,かむ,かむ
2817,がむしゃら,がむしゃら
2818,かむちゃつか,カムチャツカ
2819,かめ,カメ／亀
2820,かめ,かめ
2821,かめれす,亀レス
2822,かも,カモ
2823,かもい,かもい
2824,かもく,科目
2825,かもく,課目
2826,かもす,醸す
2827,～かもしれない,～かもしれない
2828,かもにする,かもにする
2829,かや,蚊帳
2830,かやぶきやね,かやぶき屋根
2831,かゆ,かゆ
2832,かゆい,かゆい
2833,かような,かような
2834,かよわい,か弱い
2835,から,から
2836,から,から
2837,から,空
2838,から,殻
2840,がら,柄
2841,からあげ,空揚げ
2842,からおけ,カラオケ
2843,がらがら,がらがら
2844,がらがら,ガラガラ
2845,からくも,辛くも
2846,からくり,からくり
2848,からげる,からげる
2849,からし,からし
2850,からしめんたいこ,辛子めんたいこ
2851,からしゅっちょう,カラ出張
2852,がらす,ガラス
2853,からす,カラス
2854,からすぐち,からす口
2855,からだつき,体つき
2856,からっぽ,空っぽ
2857,からぶき,から拭き
2858,からまつ,カラマツ／唐松
2859,からみ,絡み
2860,からみ,辛味
2861,からめて,からめ手
2862,からめる,からめる
2864,からだ,体
2866,がらん,伽藍（がらん）
2867,かり,カリ
2868,かりあげ,借り上げ
2869,かりあつめる,駆り集める
2870,かりいれ,借り入れ
2871,かりいれ,借入
2872,かりうけ,借り受け
2873,かりうけ,借受
2874,かりかえ,借り換え
2875,かりかえ,借換
2876,かりかえる,借り換える
2877,かりかり,かりかり
2878,かりかり,カリカリ
2879,がりがりもうじゃ,がりがり亡者
2880,かりそめ,かりそめ
2881,かりかた,借方
2882,かりこし,借り越し
2883,かりこし,借越
2884,かりて,借り手
2885,かりに,仮に
2886,かりぬし,借り主
2887,かりばらい,仮払い
2888,かりばらい,仮払
2889,がりべん,がり勉
2890,かりゅう,顆粒（かりゅう）
2891,かりゅうど,狩人
2892,かりょう,科料
2893,かりょう,過料
2894,がりょう,雅量
2895,がりょうてんせい,画竜点睛
2896,かりょうびんが,迦陵頻伽
2897,がりょうほうすい,臥竜鳳雛
2898,かりんさん,過リン酸
2899,かる,刈る
2900,かる,狩る
2901,かる,駆る
2902,かるがると,軽々と
2903,かるた,かるた
2904,かれ,彼
2905,がれき,がれき
2906,かれこれ,かれこれ
2907,かれさんすい,枯山水
2908,かれつ,苛烈
2909,かれる,枯れる
2910,かれる,かれる
2911,かれん,かれん
2912,かれんちゅうきゅう,苛斂誅求
2913,かろうじて,辛うじて
2914,かろとうせん,夏炉冬扇
2915,かわ,皮
2916,かわ,革
2917,かわいい,かわいい
2918,かわいそう,かわいそう
2919,かわきもの,乾き物
2920,かわく,乾く
2921,かわく,渇く
2922,かわす,交わす
2923,かわす,かわす
2924,かわせ,為替
2925,かわも,川面
2926,かわら,瓦
2927,かわら,河原
2928,かわりきる,変わりきる
2929,かわりばえ,代わり映え
2930,かわる,変わる
2931,かわる,換わる
2932,かわる,替わる
2933,かわる,代わる
2934,かわるがわる,代わる代わる
2935,かん,かん
2936,かん,缶
2937,かん,棺
2938,かん,感
2939,かん,観
2940,がん,がん
2941,がん,ガン
2943,かんいっぱつ,間一髪
2944,かんいん,姦淫
2945,かんうんやかく,閑雲野鶴
2946,かんえん,肝炎
2947,かんおけ,棺おけ
2948,かんか,干戈
2949,かんか,看過
2950,かんか,換価
2951,かんかい,寛解
2952,かんがい,干害
2953,かんがい,かんがい
2954,かんがいむりょう,感慨無量
2955,かんがえだす,考え出す
2956,かんがえつく,考え付く
2957,かんがえよう,考えよう
2958,かんがえもの,考え物
2959,かんかく,扞格
2960,がんかけ,願掛け
2961,かんかこどく,鰥寡孤独
2962,かんがみる,鑑みる
2963,かんかんどうりつ,関関同立
2964,かんがん,汗顔
2965,がんがん,がんがん
2966,がんがん,ガンガン
2967,かんかんがくがく,侃々諤々
2968,かんき,乾期
2969,かんき,歓喜
2970,かんぎ,歓喜
2971,かんきつ,かんきつ
2972,かんぎゅうじゅうとう,汗牛充棟
2973,かんきょ,管渠
2974,かんく,艱苦
2975,がんぐ,玩具
2976,がんくつ,岩窟
2977,かんぐる,勘繰る
2978,がんくび,がん首
2979,かんけい,奸計（かんけい）
2981,かんけいをたつ,関係を断つ
2982,かんけいをたつ,関係を絶つ
2983,かんげき,間隙
2984,かんけつ,間欠
2985,かんげん,諫言（かんげん）
2986,がんけん,眼瞼（がんけん）
2987,かんご,監護
2988,かんご,観護
2989,かんご,看護
2990,がんこう,雁行
2991,かんこう,款項
2992,かんごう,環濠（かんごう）
2993,がんこうしはい,眼光紙背
2994,かんこうへん,肝硬変
2995,かんこうもくせつ,款項目節
2996,かんこうれい,かん口令
2997,かんこうろう,官公労
2998,かんこつだったい,換骨奪胎
2999,かんこんそうさい,冠婚葬祭
3000,かんさく,感作
3001,がんさく,贋作（がんさく）
3002,かんさ,監査
3003,かんさつ,鑑査
3004,かんさつ,監察
3005,かんさつ,観察
3006,がんさつ,贋札
3007,かんし,監視
3008,かんし,環視
3009,かんし,扞止
3010,がんじがらめ,がんじがらめ
3011,かんしつ,間質
3012,かんしゃく,かんしゃく
3013,かんしゅ,貫首
3014,かんじゅく,完熟
3015,かんじゅく,慣熟
3016,かんしょ,カンショ
3017,かんしょ,甘藷（かんしょ）
3018,かんじょ,寛恕
3019,かんしょう,観照
3020,かんしょう,観賞
3021,かんしょう,鑑賞
3022,かんしょう,簡捷
3023,かんしょう,勧奨
3024,かんじょう,感状
3025,かんじょう,環状
3026,かんじょう,冠状
3027,かんじょう,管状
3028,かんじょう,勘定
3029,かんじょう,灌頂（かんじょう）
3030,かんじょう,勧請（かんじょう）
3031,かんしょうせんじょう,寒松千丈
3032,かんしょうちたい,緩衝地帯
3033,かんしん,関心
3034,かんしん,歓心
3035,かんしん,感心
3036,かんしん,寒心
3037,かんじん,肝心
3038,かんじん,勧進
3039,かんしんほふく,韓信匍匐
3040,かんすい,完遂
3041,かんする,緘する
3042,かんせい,官制
3043,かんせい,官製
3044,かんせい,管制
3045,かんせい,陥穽（かんせい）
3046,かんせい,喚声
3047,かんせい,歓声
3048,かんせい,乾生
3049,かんせい,乾性
3050,がんせいひろう,眼精疲労
3051,かんせき,漢籍
3052,かんせん,汗腺
3053,かんせん,乾癬（かんせん）
3054,かんぜんちょうあく,勧善懲悪
3055,かんぜんひょうしゃく,渙然氷釈
3056,かんそう,観想
3057,がんぞう,贋造（がんぞう）
3058,かんそん,寒村
3059,かんたい,歓待
3060,かんたい,桿体（かんたい）
3061,かんたい,間代
3062,かんだかい,甲高い
3063,かんたん,感嘆
3064,かんたん,邯鄲
3065,がんたん,元旦
3066,かんたんそうしょう,肝胆相照
3067,かんたんにいうと,簡単に言うと
3068,かんち,関知
3069,かんち,感知
3070,かんち,奸智
3071,かんちがい,勘違い
3072,かんちょう,間諜
3073,かんちょう,かん腸
3074,かんつう,姦通
3075,かんづく,感づく
3076,かんづめ,缶詰
3077,かんづめ,缶詰め
3078,かんてつ,貫徹
3079,かんてん,干天
3080,かんてんぼうき,観天望気
3081,かんとう,竿頭（かんとう）
3082,かんどうみゃく,冠動脈
3083,かんとく,感得
3084,かんどころ,勘所
3085,かんなぜん,看話禅（かんなぜん）
3086,かんなづき,神無月
3087,かんなん,艱難（かんなん）
3088,かんにゆう,嵌入（かんにゅう）
3089,かんにん,堪忍
3090,かんねいじゃしん,奸佞邪心
3091,かんのいり,寒の入り
3092,かんのう,堪能
3093,かんば,悍馬（かんば）
3094,かんばしい,芳しい
3095,かんはつをいれず,間髪を入れず
3096,かんばつ,干ばつ
3097,かんぱつ,煥発
3098,がんばる,頑張る
3099,かんぱん,甲板
3100,がんばん,岩盤
3101,がんばん,岩板
3102,かんぴょう,かんぴょう
3103,かんぷ,完膚
3104,かんぶつ,奸物
3105,がんぶつ,贋物（がんぶつ）
3106,がんぶつそうし,玩物喪志
3107,かんぺいしゃ,官幣社
3108,かんぺき,完璧
3109,かんべん,勘弁
3110,かんぼく,灌木（かんぼく）
3111,かんまん,緩慢
3112,がんみ,玩味
3113,かんみん,官・民
3114,かんむり,冠
3115,がんめい,頑迷
3116,かんめん,乾麺
3117,がんめんしんけい,顔面神経
3118,かんもく,完黙
3119,かんもく,緘黙（かんもく）
3120,がんもどき,がんもどき
3121,かんよう,涵養
3122,かんようしょくぶつ,観葉植物
3123,がんらい,元来
3124,かんらくあいじょう,歓楽哀情
3125,かんり,監理
3126,かんりとうえき,冠履倒易
3127,かんりゅう,かん流
3128,かんりゅう,還流
3129,かんりゅう,環流
3130,かんりゅう,乾留
3131,かんれんづける,関連づける
3132,かんろ,管路
3133,がんろうぶつ,玩弄物
3134,かんろく,貫録
3135,かんわきゅうだい,閑話休題
3138,き,黄
3139,き,季
3140,き,期
3141,き,器
3142,き,機
3143,き,生
3145,きあい,気合い
3146,きあけ,忌明け
3147,きい,忌諱
3148,きいたきかない,聞いた聞かない
3149,きいたふうなことをいう,利いたふうなことを言う
3150,きいん,起因
3151,きいん,気韻
3152,きいんせいどう,気韻生動
3153,きう,気宇
3154,きうん,機運
3155,きえ,帰依
3156,きえん,機縁
3157,きえん,気炎
3158,きえん,奇縁
3159,ぎえん,義援
3160,きえんさん,希塩酸
3161,きえんばんじょう,気焔万丈
3162,きおくれ,気後れ
3163,ぎおん,祇園
3164,きか,奇貨
3165,きか,麾下（きか）
3166,きか,奇禍
3167,きが,飢餓
3168,きが,起臥
3169,きかい,機械
3170,きかい,器械
3171,きがえ,着替え
3172,きがおけない,気が置けない
3173,きがかり,気掛かり
3174,きがき,「記書き」
3175,きがきく,気が利く
3176,ぎがく,伎楽
3177,きがす,希ガス
3178,きかん,汽缶
3179,きかん,亀鑑
3180,きかん,机間
3181,きかん,旗艦
3182,きかんき,利かん気
3183,きき,毀棄（きき）
3184,きき,喜々
3185,ぎき,儀軌
3186,ききいっぱつ,危機一髪
3187,ききうで,利き腕
3188,ききかいかい,奇々怪々
3189,ききこみ,聞き込み
3190,ききざけ,利き酒
3191,ききつける,聞き付ける
3192,ききとして,喜々として
3193,ききめ,効き目
3194,ききめ,利き目
3195,ききゅうそんぞう,危急存亡
3196,きぎょうか,企業化
3197,ぎきょうしん,義侠心（ぎきょうしん）
3198,ききん,飢饉（ききん）
3200,きく,利く
3201,きく,効く
3202,きく,聞く
3203,きく,聴く
3204,きく,キク／菊
3205,きぐ,危惧
3206,きぐう,奇遇
3207,きぐう,寄寓（きぐう）
3208,きくじゅんじょう,規矩準縄
3209,きくする,掬する
3210,きぐつ,木ぐつ
3211,ぎくん,戯訓
3212,きけい,奇形
3213,きけい,詭計
3214,きげん,起源
3215,きげん,機嫌
3216,きげんそ,希元素
3217,きこ,騎虎
3218,きこう,帰航
3219,きこう,帰港
3220,きこう,寄港
3221,きこう,寄航
3222,きごう,揮毫（きごう）
3223,きこうせいびい,機構整備委
3224,きこうぼん,稀覯（きこう）本
3225,きこえだす,聞こえだす
3226,きこり,きこり
3227,きざ,きざ
3228,きさい,奇才
3229,きさい,鬼才
3230,きさい,機才
3231,きざい,器材
3232,きざい,機材
3233,きさき,きさき
3234,きざす,兆す
3235,きざみつける,刻み付ける
3236,きざみめ,刻み目
3237,きさらぎ,如月（きさらぎ）
3238,きし,旗幟（きし）
3239,ぎし,義肢
3240,きじ,キジ
3241,きじ,木地
3242,きじ,生地
3243,ぎじ,疑似
3244,ぎじ,擬餌
3245,きしかたゆくすえ,来し方行く末
3246,きしかん,既視感
3247,きじく,基軸
3248,きじく,機軸
3249,きしせんめい,旗幟鮮明
3250,きしつ,気質
3251,きしねんりょ,希死念慮
3252,ぎじばり,擬餌針
3253,きしゃ,喜捨
3254,きしゃ,騎射
3255,きしゃく,希釈
3256,きしゅく,耆宿（きしゅく）
3257,きじゅん,基準
3258,ぎしょ,戯書
3259,きしょう,希少
3260,きしょう,記章
3261,きしょう,気性
3262,ぎしょう,偽称
3263,ぎしょう,偽証
3264,ぎじょうへい,儀仗（ぎじょう）兵
3265,ぎじょうたい,儀仗（ぎじょう）隊
3266,きしょうてんけつ,起承転結
3267,きしょくせんめい,旗幟鮮明
3268,きしょくまんめん,喜色満面
3269,ぎしんあんき,疑心暗鬼
3270,ぎじんこく,技・人・国
3271,きじんてんゆう,杞人天憂
3272,ぎす,議す
3273,きずあと,傷痕
3274,きすい,汽水
3275,きずい,奇瑞（きずい）
3276,きすう,帰趨
3277,きずききる,築ききる
3278,きずつく,傷つく
3279,きずつく,傷付く
3280,きずつける,傷付ける
3281,きずな,絆
3282,きずもの,きずもの
3283,きずもの,傷物
3284,きせい,規制
3285,きせい,既成
3286,きせい,既製
3287,きせい,期成
3288,ぎせい,擬制
3289,ぎせい,擬勢
